date,gpr_index
1985-10-27,68.73
1985-10-28,41.41
1985-10-29,47.32
1985-10-30,35.24
1985-10-31,109.45
1985-11-01,100.15
1985-11-02,120.82
1985-11-03,93.69
1985-11-04,155.56
1985-11-05,107.39
1985-11-06,63.3
1985-11-07,92.02
1985-11-08,70.03
1985-11-09,84.46
1985-11-10,77.19
1985-11-11,59.76
1985-11-12,88.57
1985-11-13,79.91
1985-11-14,97.02
1985-11-15,86.79
1985-11-16,45.13
1985-11-17,86.26
1985-11-18,132.86
1985-11-19,97.19
1985-11-20,103.25
1985-11-21,73.32
1985-11-22,138.02
1985-11-23,89.53
1985-11-24,80.79
1985-11-25,151.79
1985-11-26,54.95
1985-11-27,89.73
1985-11-28,132.5
1985-11-29,93.21
1985-11-30,132.91
1985-12-01,78.58
1985-12-02,77.04
1985-12-03,15.52
1985-12-04,90.76
1985-12-05,62.5
1985-12-06,84.94
1985-12-07,99.38
1985-12-08,96.59
1985-12-09,98.39
1985-12-10,92.72
1985-12-11,84.76
1985-12-12,76.68
1985-12-13,42.93
1985-12-14,76.03
1985-12-15,72.41
1985-12-16,67.6
1985-12-17,73.61
1985-12-18,74.61
1985-12-19,90.28
1985-12-20,126.06
1985-12-21,90.76
1985-12-22,40.32
1985-12-23,87.87
1985-12-24,96.02
1985-12-25,156.09
1985-12-26,165.17
1985-12-27,109.86
1985-12-28,307.86
1985-12-29,62.5
1985-12-30,263.38
1985-12-31,220.17
1986-01-01,269.63
1986-01-02,150.57
1986-01-03,166.88
1986-01-04,126.08
1986-01-05,115.63
1986-01-06,147.69
1986-01-07,174.35
1986-01-08,131.84
1986-01-09,146.14
1986-01-10,204.48
1986-01-11,120.26
1986-01-12,115.47
1986-01-13,147.64
1986-01-14,120.14
1986-01-15,129.27
1986-01-16,195.32
1986-01-17,155.28
1986-01-18,204.35
1986-01-19,73.61
1986-01-20,163.36
1986-01-21,54.45
1986-01-22,116.23
1986-01-23,94.2
1986-01-24,87.17
1986-01-25,227.03
1986-01-26,70.48
1986-01-27,140.11
1986-01-28,142.86
1986-01-29,145.36
1986-01-30,54.95
1986-01-31,96.77
1986-02-01,55.58
1986-02-02,78.36
1986-02-03,86.94
1986-02-04,71.43
1986-02-05,134.4
1986-02-06,109.9
1986-02-07,40.2
1986-02-08,86.04
1986-02-09,47.42
1986-02-10,84.22
1986-02-11,88.81
1986-02-12,116.52
1986-02-13,83.19
1986-02-14,38.7
1986-02-15,127.41
1986-02-16,97.02
1986-02-17,110.42
1986-02-18,101.22
1986-02-19,78.87
1986-02-20,124.85
1986-02-21,131.88
1986-02-22,148.64
1986-02-23,106.64
1986-02-24,158.16
1986-02-25,133.5
1986-02-26,107.85
1986-02-27,99.73
1986-02-28,119.37
1986-03-01,75.29
1986-03-02,98.59
1986-03-03,125.18
1986-03-04,25.42
1986-03-05,74.72
1986-03-06,94.87
1986-03-07,74.11
1986-03-08,69.74
1986-03-09,68.02
1986-03-10,75.93
1986-03-11,81.68
1986-03-12,78.87
1986-03-13,73.98
1986-03-14,85.34
1986-03-15,109.69
1986-03-16,39.59
1986-03-17,104.71
1986-03-18,57.78
1986-03-19,62.8
1986-03-20,38.88
1986-03-21,97.21
1986-03-22,117.88
1986-03-23,96.11
1986-03-24,120.14
1986-03-25,155.4
1986-03-26,220.31
1986-03-27,175.15
1986-03-28,131.63
1986-03-29,182.01
1986-03-30,142.93
1986-03-31,100.08
1986-04-01,70.29
1986-04-02,111.56
1986-04-03,142.93
1986-04-04,66.85
1986-04-05,98.52
1986-04-06,94.26
1986-04-07,127.08
1986-04-08,172.53
1986-04-09,122.69
1986-04-10,130.36
1986-04-11,190.82
1986-04-12,156.68
1986-04-13,92.21
1986-04-14,154.07
1986-04-15,289.13
1986-04-16,340.54
1986-04-17,166.01
1986-04-18,222.89
1986-04-19,143.07
1986-04-20,151.56
1986-04-21,117.41
1986-04-22,132.17
1986-04-23,164.45
1986-04-24,154.79
1986-04-25,101.26
1986-04-26,146.97
1986-04-27,125.98
1986-04-28,152.74
1986-04-29,171.96
1986-04-30,114.72
1986-05-01,95.48
1986-05-02,80.44
1986-05-03,117.54
1986-05-04,97.24
1986-05-05,155.43
1986-05-06,136.25
1986-05-07,94.2
1986-05-08,94.02
1986-05-09,66.25
1986-05-10,114.62
1986-05-11,47.91
1986-05-12,97.43
1986-05-13,113.62
1986-05-14,138.02
1986-05-15,111.48
1986-05-16,101.48
1986-05-17,81.36
1986-05-18,77.36
1986-05-19,93.58
1986-05-20,244.68
1986-05-21,160.8
1986-05-22,159.19
1986-05-23,81.7
1986-05-24,176.83
1986-05-25,195.74
1986-05-26,196.3
1986-05-27,169.39
1986-05-28,144.02
1986-05-29,96.72
1986-05-30,72.96
1986-05-31,98.07
1986-06-01,104.54
1986-06-02,94.11
1986-06-03,67.78
1986-06-04,118.59
1986-06-05,73.78
1986-06-06,100.38
1986-06-07,166.18
1986-06-08,56.9
1986-06-09,62.67
1986-06-10,101.66
1986-06-11,98.39
1986-06-12,134.29
1986-06-13,164.88
1986-06-14,92.02
1986-06-15,77.69
1986-06-16,79.5
1986-06-17,68.83
1986-06-18,72.01
1986-06-19,50.3
1986-06-20,142.17
1986-06-21,135.21
1986-06-22,38.34
1986-06-23,86.17
1986-06-24,80.58
1986-06-25,119.91
1986-06-26,114.23
1986-06-27,123.71
1986-06-28,88.04
1986-06-29,81.79
1986-06-30,93.31
1986-07-01,89.53
1986-07-02,66.42
1986-07-03,84.15
1986-07-04,75.04
1986-07-05,71.49
1986-07-06,80.99
1986-07-07,108.77
1986-07-08,101.78
1986-07-09,151.79
1986-07-10,117.19
1986-07-11,67.09
1986-07-12,81.08
1986-07-13,100.38
1986-07-14,130.89
1986-07-15,133.21
1986-07-16,82.61
1986-07-17,141.49
1986-07-18,77.94
1986-07-19,137.55
1986-07-20,102.05
1986-07-21,95.74
1986-07-22,71.24
1986-07-23,105.29
1986-07-24,97.19
1986-07-25,38.7
1986-07-26,88.34
1986-07-27,43.78
1986-07-28,96.58
1986-07-29,109.51
1986-07-30,95.79
1986-07-31,104.33
1986-08-01,77.4
1986-08-02,105.35
1986-08-03,96.99
1986-08-04,146.57
1986-08-05,66.63
1986-08-06,124.53
1986-08-07,80.21
1986-08-08,48.01
1986-08-09,178.74
1986-08-10,115.72
1986-08-11,158.69
1986-08-12,190.28
1986-08-13,202.81
1986-08-14,144.37
1986-08-15,88.34
1986-08-16,46.33
1986-08-17,57.74
1986-08-18,142.86
1986-08-19,99.02
1986-08-20,73.43
1986-08-21,58.63
1986-08-22,65.76
1986-08-23,119.59
1986-08-24,61.47
1986-08-25,121.72
1986-08-26,153.86
1986-08-27,87.38
1986-08-28,80.21
1986-08-29,88.02
1986-08-30,111.66
1986-08-31,64.81
1986-09-01,89.18
1986-09-02,88.2
1986-09-03,59.76
1986-09-04,72.54
1986-09-05,84.54
1986-09-06,256.69
1986-09-07,127.65
1986-09-08,133.57
1986-09-09,151.34
1986-09-10,88.23
1986-09-11,138.02
1986-09-12,67.45
1986-09-13,93.64
1986-09-14,106.45
1986-09-15,70.86
1986-09-16,102.29
1986-09-17,115.72
1986-09-18,99.95
1986-09-19,129.06
1986-09-20,124.79
1986-09-21,108.09
1986-09-22,188.75
1986-09-23,167.22
1986-09-24,163.03
1986-09-25,85.12
1986-09-26,184.85
1986-09-27,141.46
1986-09-28,77.34
1986-09-29,105.72
1986-09-30,121.19
1986-10-01,109.64
1986-10-02,102.15
1986-10-03,109.93
1986-10-04,131.19
1986-10-05,114.85
1986-10-06,125.68
1986-10-07,132.83
1986-10-08,39.34
1986-10-09,72.44
1986-10-10,83.38
1986-10-11,71.35
1986-10-12,79.66
1986-10-13,125.34
1986-10-14,149.37
1986-10-15,68.38
1986-10-16,96.02
1986-10-17,104.69
1986-10-18,62.11
1986-10-19,104.39
1986-10-20,79.93
1986-10-21,40.69
1986-10-22,73.94
1986-10-23,91.82
1986-10-24,66.7
1986-10-25,77.29
1986-10-26,99.49
1986-10-27,117.66
1986-10-28,140.78
1986-10-29,120.6
1986-10-30,62.76
1986-10-31,137.72
1986-11-01,77.29
1986-11-02,53.0
1986-11-03,81.68
1986-11-04,81.99
1986-11-05,197.09
1986-11-06,134.77
1986-11-07,126.55
1986-11-08,75.53
1986-11-09,109.41
1986-11-10,156.5
1986-11-11,160.41
1986-11-12,146.5
1986-11-13,117.0
1986-11-14,57.24
1986-11-15,152.05
1986-11-16,81.56
1986-11-17,141.14
1986-11-18,166.88
1986-11-19,102.53
1986-11-20,96.02
1986-11-21,109.73
1986-11-22,139.82
1986-11-23,59.04
1986-11-24,111.85
1986-11-25,108.47
1986-11-26,118.31
1986-11-27,82.36
1986-11-28,115.98
1986-11-29,89.53
1986-11-30,57.89
1986-12-01,85.6
1986-12-02,49.32
1986-12-03,93.09
1986-12-04,30.46
1986-12-05,85.12
1986-12-06,139.36
1986-12-07,60.78
1986-12-08,151.79
1986-12-09,127.7
1986-12-10,112.42
1986-12-11,116.46
1986-12-12,121.37
1986-12-13,106.86
1986-12-14,109.77
1986-12-15,112.44
1986-12-16,85.34
1986-12-17,73.94
1986-12-18,54.64
1986-12-19,55.44
1986-12-20,92.59
1986-12-21,99.95
1986-12-22,78.66
1986-12-23,66.09
1986-12-24,49.59
1986-12-25,93.31
1986-12-26,73.41
1986-12-27,175.89
1986-12-28,77.4
1986-12-29,73.38
1986-12-30,80.36
1986-12-31,86.72
1987-01-01,76.86
1987-01-02,54.75
1987-01-03,97.72
1987-01-04,73.36
1987-01-05,56.42
1987-01-06,112.05
1987-01-07,71.31
1987-01-08,65.42
1987-01-09,70.48
1987-01-10,158.14
1987-01-11,59.44
1987-01-12,90.55
1987-01-13,142.34
1987-01-14,120.57
1987-01-15,117.71
1987-01-16,127.64
1987-01-17,135.55
1987-01-18,96.37
1987-01-19,82.25
1987-01-20,89.9
1987-01-21,82.81
1987-01-22,80.1
1987-01-23,90.67
1987-01-24,113.39
1987-01-25,62.93
1987-01-26,104.39
1987-01-27,134.03
1987-01-28,98.7
1987-01-29,115.91
1987-01-30,133.72
1987-01-31,96.95
1987-02-01,76.08
1987-02-02,128.5
1987-02-03,117.42
1987-02-04,141.68
1987-02-05,78.44
1987-02-06,135.81
1987-02-07,163.9
1987-02-08,95.8
1987-02-09,125.14
1987-02-10,148.42
1987-02-11,69.41
1987-02-12,98.39
1987-02-13,96.93
1987-02-14,123.91
1987-02-15,155.62
1987-02-16,100.94
1987-02-17,78.03
1987-02-18,86.52
1987-02-19,82.68
1987-02-20,115.42
1987-02-21,82.2
1987-02-22,77.94
1987-02-23,117.0
1987-02-24,53.21
1987-02-25,116.12
1987-02-26,53.86
1987-02-27,63.4
1987-02-28,40.69
1987-03-01,76.15
1987-03-02,120.07
1987-03-03,146.8
1987-03-04,96.11
1987-03-05,94.49
1987-03-06,113.44
1987-03-07,133.21
1987-03-08,74.08
1987-03-09,115.22
1987-03-10,70.75
1987-03-11,41.93
1987-03-12,103.36
1987-03-13,62.82
1987-03-14,52.72
1987-03-15,71.57
1987-03-16,74.11
1987-03-17,26.29
1987-03-18,85.44
1987-03-19,86.87
1987-03-20,102.27
1987-03-21,130.07
1987-03-22,84.13
1987-03-23,142.07
1987-03-24,73.61
1987-03-25,74.3
1987-03-26,64.38
1987-03-27,69.57
1987-03-28,162.47
1987-03-29,55.55
1987-03-30,110.17
1987-03-31,115.55
1987-04-01,162.5
1987-04-02,114.79
1987-04-03,117.86
1987-04-04,65.92
1987-04-05,63.52
1987-04-06,112.29
1987-04-07,111.73
1987-04-08,110.01
1987-04-09,65.49
1987-04-10,110.62
1987-04-11,181.28
1987-04-12,91.17
1987-04-13,155.28
1987-04-14,122.93
1987-04-15,130.14
1987-04-16,82.96
1987-04-17,153.25
1987-04-18,131.1
1987-04-19,129.35
1987-04-20,134.18
1987-04-21,118.31
1987-04-22,135.34
1987-04-23,119.67
1987-04-24,83.93
1987-04-25,160.03
1987-04-26,95.1
1987-04-27,136.53
1987-04-28,183.67
1987-04-29,70.48
1987-04-30,81.22
1987-05-01,87.9
1987-05-02,66.42
1987-05-03,127.41
1987-05-04,92.61
1987-05-05,149.64
1987-05-06,108.3
1987-05-07,99.71
1987-05-08,92.34
1987-05-09,91.32
1987-05-10,84.36
1987-05-11,52.11
1987-05-12,78.1
1987-05-13,90.93
1987-05-14,67.26
1987-05-15,84.36
1987-05-16,102.53
1987-05-17,95.36
1987-05-18,133.09
1987-05-19,185.88
1987-05-20,106.86
1987-05-21,77.52
1987-05-22,132.5
1987-05-23,125.16
1987-05-24,104.67
1987-05-25,87.69
1987-05-26,82.44
1987-05-27,134.11
1987-05-28,134.37
1987-05-29,141.97
1987-05-30,94.87
1987-05-31,61.14
1987-06-01,128.57
1987-06-02,112.63
1987-06-03,128.11
1987-06-04,130.91
1987-06-05,91.54
1987-06-06,127.41
1987-06-07,104.01
1987-06-08,160.8
1987-06-09,102.32
1987-06-10,68.36
1987-06-11,90.14
1987-06-12,100.89
1987-06-13,70.29
1987-06-14,59.26
1987-06-15,85.74
1987-06-16,71.03
1987-06-17,61.12
1987-06-18,101.47
1987-06-19,60.63
1987-06-20,124.22
1987-06-21,97.97
1987-06-22,158.12
1987-06-23,93.69
1987-06-24,123.83
1987-06-25,67.95
1987-06-26,61.86
1987-06-27,152.11
1987-06-28,56.92
1987-06-29,92.02
1987-06-30,58.69
1987-07-01,100.58
1987-07-02,84.94
1987-07-03,94.11
1987-07-04,87.43
1987-07-05,103.32
1987-07-06,94.64
1987-07-07,99.09
1987-07-08,80.14
1987-07-09,99.49
1987-07-10,111.66
1987-07-11,93.91
1987-07-12,70.11
1987-07-13,82.81
1987-07-14,46.75
1987-07-15,98.15
1987-07-16,52.03
1987-07-17,178.89
1987-07-18,171.5
1987-07-19,63.15
1987-07-20,90.19
1987-07-21,96.22
1987-07-22,179.6
1987-07-23,102.72
1987-07-24,176.91
1987-07-25,104.06
1987-07-26,51.94
1987-07-27,90.42
1987-07-28,172.17
1987-07-29,102.95
1987-07-30,58.94
1987-07-31,111.72
1987-08-01,121.09
1987-08-02,84.08
1987-08-03,142.31
1987-08-04,128.78
1987-08-05,165.63
1987-08-06,119.2
1987-08-07,122.23
1987-08-08,111.85
1987-08-09,55.67
1987-08-10,77.58
1987-08-11,146.76
1987-08-12,115.4
1987-08-13,35.62
1987-08-14,88.89
1987-08-15,75.29
1987-08-16,128.76
1987-08-17,61.2
1987-08-18,79.98
1987-08-19,51.16
1987-08-20,36.87
1987-08-21,73.48
1987-08-22,99.63
1987-08-23,98.28
1987-08-24,101.09
1987-08-25,115.22
1987-08-26,105.5
1987-08-27,138.02
1987-08-28,136.78
1987-08-29,172.53
1987-08-30,114.82
1987-08-31,103.52
1987-09-01,108.83
1987-09-02,124.14
1987-09-03,87.02
1987-09-04,111.59
1987-09-05,119.53
1987-09-06,102.63
1987-09-07,172.91
1987-09-08,77.36
1987-09-09,103.32
1987-09-10,101.75
1987-09-11,87.46
1987-09-12,167.72
1987-09-13,64.66
1987-09-14,106.17
1987-09-15,101.53
1987-09-16,138.27
1987-09-17,128.16
1987-09-18,122.69
1987-09-19,219.15
1987-09-20,77.76
1987-09-21,143.7
1987-09-22,135.71
1987-09-23,161.31
1987-09-24,143.79
1987-09-25,147.88
1987-09-26,222.02
1987-09-27,143.1
1987-09-28,92.02
1987-09-29,166.27
1987-09-30,137.76
1987-10-01,99.12
1987-10-02,81.08
1987-10-03,125.34
1987-10-04,81.79
1987-10-05,43.68
1987-10-06,89.18
1987-10-07,109.77
1987-10-08,92.62
1987-10-09,76.3
1987-10-10,175.67
1987-10-11,88.34
1987-10-12,144.36
1987-10-13,98.05
1987-10-14,106.25
1987-10-15,85.9
1987-10-16,95.15
1987-10-17,141.29
1987-10-18,104.61
1987-10-19,120.84
1987-10-20,135.46
1987-10-21,79.89
1987-10-22,135.32
1987-10-23,128.92
1987-10-24,129.9
1987-10-25,86.17
1987-10-26,64.39
1987-10-27,94.64
1987-10-28,95.67
1987-10-29,101.35
1987-10-30,65.06
1987-10-31,92.23
1987-11-01,97.29
1987-11-02,80.63
1987-11-03,97.24
1987-11-04,81.36
1987-11-05,111.84
1987-11-06,73.73
1987-11-07,110.68
1987-11-08,68.6
1987-11-09,97.22
1987-11-10,89.53
1987-11-11,104.87
1987-11-12,77.42
1987-11-13,113.61
1987-11-14,146.5
1987-11-15,52.2
1987-11-16,103.09
1987-11-17,106.05
1987-11-18,90.02
1987-11-19,83.34
1987-11-20,102.01
1987-11-21,118.0
1987-11-22,63.7
1987-11-23,64.67
1987-11-24,99.58
1987-11-25,104.09
1987-11-26,132.5
1987-11-27,117.05
1987-11-28,133.21
1987-11-29,96.53
1987-11-30,123.55
1987-12-01,117.37
1987-12-02,120.77
1987-12-03,133.57
1987-12-04,177.65
1987-12-05,90.87
1987-12-06,105.83
1987-12-07,133.84
1987-12-08,197.03
1987-12-09,126.25
1987-12-10,77.15
1987-12-11,97.11
1987-12-12,143.7
1987-12-13,75.29
1987-12-14,105.27
1987-12-15,145.61
1987-12-16,148.68
1987-12-17,102.17
1987-12-18,62.9
1987-12-19,57.83
1987-12-20,76.78
1987-12-21,118.31
1987-12-22,112.63
1987-12-23,115.06
1987-12-24,88.67
1987-12-25,154.59
1987-12-26,169.01
1987-12-27,62.38
1987-12-28,72.96
1987-12-29,102.53
1987-12-30,104.17
1987-12-31,85.27
1988-01-01,55.67
1988-01-02,75.5
1988-01-03,118.88
1988-01-04,83.96
1988-01-05,116.83
1988-01-06,73.75
1988-01-07,82.4
1988-01-08,90.34
1988-01-09,88.87
1988-01-10,64.22
1988-01-11,92.61
1988-01-12,102.66
1988-01-13,85.72
1988-01-14,87.99
1988-01-15,96.26
1988-01-16,116.23
1988-01-17,55.86
1988-01-18,93.62
1988-01-19,60.23
1988-01-20,100.2
1988-01-21,159.58
1988-01-22,73.61
1988-01-23,88.23
1988-01-24,82.27
1988-01-25,99.95
1988-01-26,87.17
1988-01-27,74.72
1988-01-28,54.93
1988-01-29,41.78
1988-01-30,127.41
1988-01-31,61.86
1988-02-01,69.45
1988-02-02,64.32
1988-02-03,110.21
1988-02-04,75.65
1988-02-05,99.49
1988-02-06,90.64
1988-02-07,53.43
1988-02-08,85.85
1988-02-09,96.3
1988-02-10,60.56
1988-02-11,59.25
1988-02-12,37.77
1988-02-13,80.4
1988-02-14,44.63
1988-02-15,89.09
1988-02-16,124.74
1988-02-17,116.72
1988-02-18,108.79
1988-02-19,115.27
1988-02-20,113.11
1988-02-21,98.5
1988-02-22,100.79
1988-02-23,121.5
1988-02-24,93.81
1988-02-25,100.54
1988-02-26,80.79
1988-02-27,94.64
1988-02-28,58.39
1988-02-29,93.31
1988-03-01,92.53
1988-03-02,95.19
1988-03-03,103.35
1988-03-04,134.98
1988-03-05,129.4
1988-03-06,78.13
1988-03-07,115.63
1988-03-08,136.6
1988-03-09,116.43
1988-03-10,121.06
1988-03-11,112.1
1988-03-12,153.03
1988-03-13,60.87
1988-03-14,72.3
1988-03-15,87.01
1988-03-16,144.53
1988-03-17,146.62
1988-03-18,118.51
1988-03-19,174.35
1988-03-20,69.95
1988-03-21,123.77
1988-03-22,127.87
1988-03-23,105.72
1988-03-24,110.75
1988-03-25,93.39
1988-03-26,177.91
1988-03-27,111.12
1988-03-28,56.5
1988-03-29,100.79
1988-03-30,113.81
1988-03-31,97.58
1988-04-01,80.51
1988-04-02,88.57
1988-04-03,119.86
1988-04-04,155.79
1988-04-05,92.81
1988-04-06,123.14
1988-04-07,150.83
1988-04-08,96.72
1988-04-09,101.15
1988-04-10,94.5
1988-04-11,127.7
1988-04-12,150.87
1988-04-13,69.14
1988-04-14,143.07
1988-04-15,88.63
1988-04-16,166.77
1988-04-17,78.06
1988-04-18,167.37
1988-04-19,229.33
1988-04-20,151.43
1988-04-21,82.43
1988-04-22,93.7
1988-04-23,118.31
1988-04-24,77.28
1988-04-25,99.09
1988-04-26,124.88
1988-04-27,115.91
1988-04-28,89.1
1988-04-29,187.09
1988-04-30,149.5
1988-05-01,125.4
1988-05-02,94.44
1988-05-03,121.97
1988-05-04,91.17
1988-05-05,118.86
1988-05-06,97.43
1988-05-07,89.09
1988-05-08,68.35
1988-05-09,67.15
1988-05-10,103.52
1988-05-11,91.86
1988-05-12,118.5
1988-05-13,104.98
1988-05-14,150.21
1988-05-15,99.63
1988-05-16,173.96
1988-05-17,151.72
1988-05-18,117.42
1988-05-19,132.1
1988-05-20,72.99
1988-05-21,105.64
1988-05-22,57.66
1988-05-23,118.81
1988-05-24,98.78
1988-05-25,154.22
1988-05-26,109.03
1988-05-27,124.79
1988-05-28,150.95
1988-05-29,76.53
1988-05-30,69.19
1988-05-31,90.66
1988-06-01,44.59
1988-06-02,90.54
1988-06-03,63.81
1988-06-04,87.17
1988-06-05,65.38
1988-06-06,80.44
1988-06-07,62.62
1988-06-08,111.99
1988-06-09,54.39
1988-06-10,94.49
1988-06-11,86.14
1988-06-12,70.27
1988-06-13,88.61
1988-06-14,115.33
1988-06-15,87.94
1988-06-16,94.35
1988-06-17,76.63
1988-06-18,112.84
1988-06-19,65.06
1988-06-20,103.95
1988-06-21,143.73
1988-06-22,75.82
1988-06-23,54.13
1988-06-24,50.02
