year,ticker,risk_score
2023,AXP,4
2020,AZO,8
2021,AZO,9
2022,AZO,7
2023,AZO,6
2020,A,7
2021,A,9
2023,A,5
2020,BAC,8
2021,BAC,8
2022,BAC,9
2023,BAC,5
2020,BALL,8
2021,BALL,7
2022,BALL,6
2023,BALL,4
2020,BAX,9
2021,BAX,8
2022,BAX,9
2023,BAX,6
2020,BA,9
2021,BA,9
2022,BA,9
2023,BA,2
2020,BBY,6
2021,BBY,7
2022,BBY,9
2023,BBY,5
2020,BDX,7
2021,BDX,7
2022,BDX,5
2023,BDX,5
2020,BEN,9
2021,BEN,7
2022,BEN,7
2023,BEN,6
2020,BFB,9
2021,BFB,8
2022,BFB,8
2023,BFB,6
2023,BG,5
2020,BIIB,6
2021,BIIB,7
2022,BIIB,5
2023,BIIB,7
2020,BKNG,9
2021,BKNG,9
2022,BKNG,8
2023,BKNG,5
2020,BKR,9
2021,BKR,8
2022,BKR,7
2023,BKR,5
2020,BLDR,8
2021,BLDR,8
2022,BLDR,5
2023,BLDR,4
2020,BMY,8
2022,BMY,4
2023,BMY,6
2020,BRO,6
2021,BRO,8
2022,BRO,7
2023,BRO,5
2023,BR,6
2023,BSX,5
2020,BWA,8
2021,BWA,8
2022,BWA,7
2023,BWA,4
2020,BX,9
2021,BX,8
2022,BX,6
2023,BX,7
2020,CAG,7
2021,CAG,7
2022,CAG,7
2023,CAG,4
2020,CARR,8
2020,CAT,7
2021,CAT,9
2022,CAT,7
2023,CAT,6
2020,CBOE,7
2021,CBOE,8
2022,CBOE,6
2023,CBOE,6
2020,CBRE,8
2021,CBRE,7
2022,CBRE,9
2023,CBRE,6
2020,CB,10
2021,CB,8
2022,CB,8
2023,CB,5
2020,CCI,5
2021,CCI,9
2022,CCI,9
2023,CCI,7
2023,CCL,7
2020,CDNS,7
2021,CDNS,7
2022,CDNS,6
2023,CDNS,5
2020,CDW,8
2021,CDW,9
2022,CDW,8
2023,CDW,5
2021,CEG,7
2022,CEG,7
2020,CE,10
2021,CE,6
2022,CE,7
2023,CE,5
2022,CFG,7
2023,CFG,5
2020,CF,7
2021,CF,5
2022,CF,6
2023,CF,6
2020,CHD,7
2021,CHD,7
2022,CHD,8
2023,CHD,5
2020,CHRW,8
2021,CHRW,7
2022,CHRW,8
2023,CHRW,2
2020,CHTR,8
2021,CHTR,6
2022,CHTR,6
2020,CINF,9
2021,CINF,7
2022,CINF,7
2020,CI,8
2021,CI,8
2022,CI,9
2023,CI,3
2022,CLX,7
2023,CLX,6
2020,CL,9
2021,CL,9
2022,CL,9
2023,CL,4
2020,CMCSA,8
2021,CMCSA,7
2022,CMCSA,7
2023,CMCSA,5
2020,CME,8
2021,CME,9
2022,CME,7
2023,CME,3
2020,CMG,8
2021,CMG,7
2022,CMG,9
2023,CMG,4
2020,CMI,8
2021,CMI,7
2022,CMI,6
2023,CMI,5
2020,CMS,7
2021,CMS,6
2022,CMS,9
2023,CMS,5
2020,CNC,8
2021,CNC,9
2022,CNC,4
2023,CNC,6
2020,CNP,8
2021,CNP,7
2022,CNP,7
2023,CNP,5
2020,COF,9
2021,COF,7
2022,COF,8
2023,COF,6
2020,COO,7
2023,COO,5
2020,COR,9
2021,COR,6
2022,COR,7
2023,COR,5
2020,COST,9
2021,COST,8
2022,COST,6
2023,COST,5
2020,CPAY,7
2021,CPAY,8
2022,CPAY,6
2023,CPAY,5
2020,CPB,7
2021,CPB,9
2022,CPB,5
2020,CPRT,7
2021,CPRT,6
2022,CPRT,4
2023,CPRT,4
2020,CPT,10
2021,CPT,9
2022,CPT,6
2023,CPT,4
2020,CRL,8
2021,CRL,8
2022,CRL,6
2023,CRL,8
2020,CRM,7
2021,CRM,9
2022,CRM,9
2023,CRM,4
2020,CRWD,9
2021,CRWD,7
2022,CRWD,8
2023,CRWD,6
2020,CSCO,8
2021,CSCO,8
2022,CSCO,3
2023,CSCO,4
2020,CSGP,6
2021,CSGP,8
2022,CSGP,6
2023,CSGP,5
2020,CSX,8
2021,CSX,7
2022,CSX,8
2023,CSX,4
2020,CTAS,6
2021,CTAS,7
2022,CTAS,5
2023,CTAS,4
2020,CTSH,8
2021,CTSH,9
2022,CTSH,8
2023,CTSH,6
2020,CTVA,5
2021,CTVA,8
2022,CTVA,8
2023,CTVA,5
2020,CVS,7
2021,CVS,9
2022,CVS,7
2023,CVS,7
2020,CVX,9
2021,CVX,8
2022,CVX,5
2023,CVX,5
2020,CZR,6
2021,CZR,8
2022,CZR,8
2023,CZR,6
2020,DAL,9
2021,DAL,9
2022,DAL,8
2023,DAL,6
2020,DAY,7
2021,DAY,8
2022,DAY,8
2023,DAY,6
2020,DD,10
2021,DD,8
2022,DD,7
2023,DD,6
2020,DELL,7
2021,DELL,8
2022,DELL,5
2023,DELL,5
2020,DE,9
2021,DE,6
2022,DE,6
2023,DE,5
2020,DFS,8
2021,DFS,9
2022,DFS,6
2023,DFS,5
2020,DGX,8
2021,DGX,9
2022,DGX,8
2023,DGX,5
2020,DG,6
2021,DG,9
2022,DG,6
2023,DG,6
2020,DHI,10
2021,DHI,8
2022,DHI,5
2023,DHI,6
2020,DHR,7
2021,DHR,9
2022,DHR,6
2023,DHR,5
2020,DIS,8
2021,DIS,8
2022,DIS,7
2023,DIS,6
2020,DLR,8
2021,DLR,7
2022,DLR,6
2023,DLR,6
2020,DLTR,9
2021,DLTR,9
2022,DLTR,8
2023,DLTR,6
2020,DOC,9
2021,DOC,10
2022,DOC,8
2023,DOC,5
2020,DOV,9
2020,DOW,10
2021,DOW,10
2022,DOW,8
2023,DOW,6
2020,DPZ,8
2021,DPZ,9
2022,DPZ,8
2023,DPZ,6
2020,DRI,9
2021,DRI,5
2022,DRI,7
2023,DRI,5
2020,DUK,8
2021,DUK,3
2022,DUK,6
2023,DUK,5
2020,DVA,8
2021,DVA,7
2022,DVA,8
2023,DVA,5
2020,DXCM,8
2021,DXCM,7
2022,DXCM,8
2023,DXCM,4
2023,D,3
2020,EA,8
2021,EA,8
2022,EA,7
2023,EA,5
2020,EBAY,7
2021,EBAY,6
2022,EBAY,7
2023,EBAY,5
2020,ECL,9
2021,ECL,9
2022,ECL,8
2023,ECL,5
2020,ED,7
2021,ED,8
2022,ED,8
2023,ED,7
2020,EFX,7
2021,EFX,6
2022,EFX,8
2023,EFX,6
2020,EG,8
2021,EG,6
2023,EG,4
2020,ELV,9
2021,ELV,9
2022,ELV,8
2023,ELV,6
2020,EL,8
2021,EL,8
2022,EL,9
2023,EL,4
2020,EMN,8
2021,EMN,8
2022,EMN,7
2023,EMN,3
2020,EMR,8
2021,EMR,8
2022,EMR,7
2023,EMR,5
2020,ENPH,8
2021,ENPH,8
2022,ENPH,8
2023,ENPH,5
2020,EOG,8
2021,EOG,9
2022,EOG,9
2023,EOG,5
2020,EPAM,8
2021,EPAM,8
2022,EPAM,7
2023,EPAM,5
2020,EQIX,5
2021,EQIX,8
2022,EQIX,8
2023,EQIX,5
2023,EQR,6
2020,EQT,7
2021,EQT,7
2022,EQT,5
2023,EQT,6
2020,ERIE,10
2021,ERIE,8
2022,ERIE,7
2023,ERIE,6
2020,ESS,9
2021,ESS,8
2022,ESS,8
2023,ESS,6
2020,ES,7
2021,ES,7
2022,ES,4
2020,ETN,8
2021,ETN,6
2022,ETN,5
2023,ETN,6
2021,ETR,9
2022,ETR,8
2023,ETR,5
2020,EVRG,6
2021,EVRG,7
2022,EVRG,6
2023,EVRG,4
2020,EW,6
2021,EW,7
2022,EW,8
2023,EW,8
2020,EXC,9
2021,EXC,8
2022,EXC,9
2023,EXC,8
2020,EXPD,7
2021,EXPD,7
2022,EXPD,9
2023,EXPD,7
2020,EXPE,8
2021,EXPE,9
2022,EXPE,9
2023,EXPE,5
2020,EXR,7
2021,EXR,7
2022,EXR,5
2023,EXR,5
2020,FAST,9
2021,FAST,8
2022,FAST,7
2023,FAST,5
2020,FDS,7
2021,FDS,5
2022,FDS,7
2023,FDS,6
2020,FDX,8
2021,FDX,9
2022,FDX,8
2023,FDX,5
2020,FFIV,8
2021,FFIV,8
2022,FFIV,6
2023,FFIV,5
2020,FICO,7
2021,FICO,8
2022,FICO,7
2023,FICO,5
2023,FIS,5
2020,FITB,8
2021,FITB,9
2022,FITB,7
2023,FITB,5
2020,FI,7
2021,FI,8
2022,FI,6
2023,FI,4
2020,FMC,9
2021,FMC,8
2022,FMC,7
2023,FMC,5
2020,FRT,8
2021,FRT,8
2022,FRT,7
2023,FRT,6
2020,FSLR,7
2021,FSLR,9
2022,FSLR,6
2023,FSLR,5
2020,FTNT,9
2021,FTNT,9
2022,FTNT,8
2023,FTNT,5
2020,FTV,9
2021,FTV,7
2022,FTV,8
2023,FTV,4
2020,F,7
2021,F,8
2022,F,7
2023,F,6
2020,GDDY,8
2021,GDDY,8
2022,GDDY,7
2023,GDDY,7
2020,GD,8
2021,GD,7
2022,GD,7
2023,GD,6
2022,GEHC,9
2023,GEHC,7
2020,GEN,6
2021,GEN,6
2022,GEN,6
2023,GEN,4
2020,GILD,8
2021,GILD,7
2022,GILD,9
2023,GILD,6
2020,GIS,7
2021,GIS,9
2022,GIS,5
2023,GIS,5
2020,GLW,9
2021,GLW,7
2022,GLW,8
2023,GLW,6
2020,GL,8
2021,GL,7
2022,GL,8
2023,GL,5
2023,GM,5
2020,GNRC,10
2021,GNRC,8
2022,GNRC,5
2023,GNRC,4
2020,GOOG,9
2021,GOOG,8
2022,GOOG,7
2023,GOOG,4
2020,GPC,8
2021,GPC,7
2022,GPC,8
2023,GPC,6
2021,GPN,8
2022,GPN,7
2023,GPN,5
2020,GRMN,7
2021,GRMN,7
2022,GRMN,6
2023,GRMN,6
2020,GS,8
2021,GS,9
2022,GS,8
2023,GS,5
2020,GWW,8
2021,GWW,8
2022,GWW,8
2023,GWW,5
2020,HAL,9
2021,HAL,8
2022,HAL,7
2023,HAL,4
2020,HAS,8
2021,HAS,8
2022,HAS,6
2023,HAS,6
2023,HBAN,4
2020,HCA,9
2021,HCA,7
2022,HCA,8
2023,HCA,5
2020,HD,9
2021,HD,9
2022,HD,8
2023,HD,6
2021,HES,9
2022,HES,8
2023,HES,6
2020,HII,9
2021,HII,7
2022,HII,5
2023,HII,5
2020,HLT,9
2021,HLT,8
2022,HLT,8
2023,HLT,5
2020,HOLX,7
2021,HOLX,8
2022,HOLX,8
2023,HOLX,4
2020,HPE,7
2021,HPE,9
2022,HPE,4
2023,HPE,5
2020,HPQ,9
2021,HPQ,8
2022,HPQ,6
2023,HPQ,5
2020,HRL,7
2021,HRL,7
2022,HRL,3
2023,HRL,5
2020,HSIC,9
2021,HSIC,8
2022,HSIC,9
2023,HSIC,7
2020,HST,8
2021,HST,9
2022,HST,9
2023,HST,6
2020,HSY,9
2021,HSY,7
2022,HSY,7
2023,HSY,4
2020,HUBB,9
2021,HUBB,7
2022,HUBB,8
2023,HUBB,6
2020,HUM,7
2021,HUM,9
2022,HUM,8
2023,HUM,7
2020,HWM,8
2021,HWM,8
2022,HWM,9
2023,HWM,7
2020,IBM,4
2021,IBM,6
2022,IBM,4
2023,IBM,5
2023,ICE,6
2020,IDXX,8
2021,IDXX,9
2022,IDXX,8
2023,IDXX,5
2020,IEX,8
2021,IEX,9
2022,IEX,6
2023,IEX,6
2020,IFF,7
2021,IFF,7
2022,IFF,9
2023,IFF,6
2020,INCY,7
2021,INCY,7
2022,INCY,7
2023,INCY,5
2020,INTU,5
2021,INTU,7
2022,INTU,6
2023,INTU,5
2020,INVH,9
2021,INVH,7
2022,INVH,7
2023,INVH,7
2020,IPG,7
2021,IPG,8
2022,IPG,7
2023,IPG,5
2020,IQV,8
2023,IQV,6
2020,IRM,8
2021,IRM,7
2022,IRM,7
2023,IRM,4
2020,IR,8
2021,IR,7
2022,IR,8
2023,IR,6
2020,ISRG,9
2020,ITW,10
2021,ITW,8
2022,ITW,8
2023,ITW,8
2020,IT,7
2021,IT,8
2022,IT,9
2023,IT,6
2020,IVZ,8
2021,IVZ,9
2022,IVZ,7
2023,IVZ,4
2020,JBHT,7
2021,JBHT,9
2022,JBHT,8
2023,JBHT,5
2020,JBL,10
2021,JBL,7
2022,JBL,9
2023,JBL,5
2020,JCI,7
2021,JCI,6
2022,JCI,5
2023,JCI,6
2020,JKHY,6
2021,JKHY,7
2022,JKHY,6
2023,JKHY,4
2020,JNJ,6
2021,JNJ,7
2022,JNJ,8
2023,JNJ,5
2021,JNPR,6
2022,JNPR,8
2023,JNPR,6
2020,JPM,8
2021,JPM,9
2022,JPM,9
2023,JPM,5
2020,J,9
2021,J,6
2022,J,6
2023,J,5
2020,KDP,5
2021,KDP,8
2022,KDP,9
2023,KDP,4
2020,KEYS,7
2021,KEYS,7
2022,KEYS,6
2023,KEY,2
2020,KHC,7
2021,KHC,7
2022,KHC,7
2023,KHC,4
2020,KIM,8
2023,KIM,4
2020,KKR,8
2021,KKR,9
2022,KKR,8
2023,KKR,6
2020,KLAC,7
2021,KLAC,9
2022,KLAC,6
2023,KLAC,6
2020,KMB,9
2021,KMB,9
2022,KMB,8
2023,KMB,6
2020,KMI,9
2021,KMI,6
2023,KMI,6
2020,KMX,6
2021,KMX,9
2022,KMX,8
2023,KMX,4
2020,KO,8
2021,KO,8
2022,KO,7
2023,KO,4
2020,KR,7
2021,KR,8
2022,KR,8
2023,KR,4
2023,KVUE,5
2020,K,8
2021,K,8
2022,K,8
2023,K,5
2020,LDOS,7
2021,LDOS,7
2022,LDOS,7
2023,LDOS,5
2020,LEN,6
2021,LEN,7
2022,LEN,6
2023,LEN,6
2022,LHX,9
2023,LHX,4
2020,LH,7
2021,LH,7
2022,LH,8
2023,LH,4
2020,LII,7
2021,LII,7
2022,LII,8
2023,LII,8
2020,LIN,8
2021,LIN,9
2022,LIN,6
2023,LIN,5
2020,LKQ,8
2021,LKQ,9
2022,LKQ,8
2023,LKQ,4
2020,LLY,5
2021,LLY,8
2022,LLY,9
2023,LLY,6
2020,LMT,9
2021,LMT,8
2022,LMT,6
2023,LMT,4
2020,LNT,9
2021,LNT,7
2022,LNT,7
2023,LNT,6
2020,LOW,6
2021,LOW,8
2022,LOW,8
2023,LOW,6
2020,LRCX,6
2021,LRCX,9
2022,LRCX,8
2023,LRCX,5
2020,LULU,9
2021,LULU,7
2022,LULU,7
2023,LULU,6
2020,LUV,8
2021,LUV,9
2022,LUV,9
2023,LUV,6
2020,LVS,9
2021,LVS,8
2022,LVS,7
2023,LVS,5
2020,LW,8
2021,LW,8
2022,LW,7
2023,LW,6
2020,LYB,9
2021,LYB,8
2022,LYB,6
2023,LYB,4
2020,LYV,8
2021,LYV,9
2022,LYV,8
2023,LYV,6
2020,L,8
2021,L,8
2022,L,7
2023,L,6
2020,MAA,8
2021,MAA,8
2022,MAA,7
2023,MAA,5
2020,MAS,8
2021,MAS,8
2022,MAS,9
2023,MAS,3
2020,MA,9
2021,MA,7
2022,MA,7
2023,MA,4
2020,MCHP,7
2021,MCHP,9
2022,MCHP,9
2023,MCHP,7
2020,MCK,6
2021,MCK,7
2022,MCK,7
2023,MCK,5
2020,MCO,6
2021,MCO,8
2022,MCO,7
2023,MCO,6
2020,MDLZ,7
2021,MDLZ,6
2022,MDLZ,8
2023,MDLZ,6
2020,MDT,8
2021,MDT,8
2022,MDT,6
2023,MDT,6
2020,META,8
2021,META,8
2022,META,9
2023,META,6
2020,MET,9
2023,MET,5
2020,MGM,9
2021,MGM,8
2022,MGM,8
2023,MGM,5
2020,MHK,7
2021,MHK,7
2022,MHK,8
2023,MHK,4
2020,MKC,7
2021,MKC,6
2022,MKC,8
2023,MKC,6
2020,MKTX,7
2021,MKTX,8
2022,MKTX,7
2023,MKTX,6
2020,MLM,7
2021,MLM,8
2022,MLM,7
2023,MLM,6
2020,MMC,8
2021,MMC,8
2022,MMC,8
2023,MMC,4
2020,MMM,8
2021,MMM,7
2022,MMM,9
2023,MMM,6
2020,MNST,8
2021,MNST,8
2022,MNST,8
2023,MNST,6
2020,MOS,6
2021,MOS,7
2022,MOS,9
2023,MOS,6
2020,MO,10
2021,MO,7
2022,MO,10
2023,MO,6
2020,MPC,8
2021,MPC,9
2022,MPC,8
2023,MPC,4
2020,MPWR,8
2021,MPWR,7
2022,MPWR,7
2023,MPWR,4
2020,MRK,10
2021,MRK,10
2022,MRK,8
2023,MRK,4
2020,MRNA,8
2021,MRNA,8
2022,MRNA,8
2023,MRNA,5
2020,MSCI,7
2021,MSCI,6
2022,MSCI,6
2023,MSCI,5
2020,MSFT,7
2021,MSFT,5
2022,MSFT,5
2023,MSFT,5
2020,MSI,6
2021,MSI,8
2022,MSI,5
2023,MSI,7
2020,MTB,7
2021,MTB,8
2022,MTB,8
2023,MTB,5
2020,MTCH,8
2021,MTCH,7
2022,MTCH,6
2023,MTCH,5
2020,MTD,9
2021,MTD,8
2022,MTD,8
2023,MTD,6
2020,MU,8
2021,MU,6
2022,MU,5
2023,MU,6
2020,NCLH,10
2021,NCLH,8
2022,NCLH,8
2023,NCLH,5
2020,NDAQ,6
2021,NDAQ,5
2022,NDAQ,5
2023,NDAQ,4
2020,NDSN,9
2021,NDSN,7
2022,NDSN,6
2023,NDSN,6
2020,NEE,6
2021,NEE,7
2022,NEE,4
2023,NEE,5
2020,NFLX,7
2021,NFLX,9
2022,NFLX,7
2023,NFLX,5
2020,NI,7
2021,NI,8
2022,NI,7
2023,NI,6
2020,NKE,7
2021,NKE,9
2022,NKE,8
2023,NKE,6
2020,NOC,7
2021,NOC,7
2022,NOC,8
2023,NOC,6
2020,NOW,8
2021,NOW,8
2022,NOW,5
2023,NOW,4
2020,NRG,8
2021,NRG,7
2022,NRG,8
2020,NTAP,7
2021,NTAP,10
2022,NTAP,5
2023,NTAP,4
2020,NTRS,8
2021,NTRS,7
2022,NTRS,6
2023,NTRS,5
2020,NUE,9
2021,NUE,8
2022,NUE,7
2023,NUE,6
2020,NVDA,8
2021,NVDA,8
2022,NVDA,8
2023,NVDA,4
2020,NVR,6
2021,NVR,7
2022,NVR,9
2023,NVR,5
2020,NWS,9
2021,NWS,8
2022,NWS,6
2023,NWS,6
2020,NXPI,7
2021,NXPI,7
2022,NXPI,8
2023,NXPI,7
2020,ODFL,7
2021,ODFL,7
2022,ODFL,8
2023,ODFL,5
2020,OKE,8
2021,OKE,7
2022,OKE,6
2023,OKE,3
2020,ON,9
2021,ON,10
2022,ON,8
2023,ON,5
2020,ORCL,8
2021,ORCL,8
2022,ORCL,7
2023,ORCL,4
2020,ORLY,6
2021,ORLY,6
2022,ORLY,8
2023,ORLY,6
2020,OTIS,8
2021,OTIS,8
2022,OTIS,9
2023,OTIS,4
2020,O,6
2021,O,7
2022,O,9
2023,O,6
2020,PANW,9
2021,PANW,7
2022,PANW,6
2023,PANW,4
2020,PARA,9
2021,PARA,9
2022,PARA,6
2023,PARA,4
2020,PAYC,8
2021,PAYC,6
2022,PAYC,4
2023,PAYC,4
2020,PAYX,8
2021,PAYX,9
2022,PAYX,5
2023,PAYX,4
2020,PCAR,9
2021,PCAR,5
2022,PCAR,7
2023,PCAR,4
2020,PCG,8
2021,PCG,8
2022,PCG,9
2023,PCG,4
2023,PEG,6
2021,PEP,9
2022,PEP,7
2023,PEP,6
2023,PFE,5
2020,PFG,9
2021,PFG,6
2022,PFG,3
2023,PFG,4
2020,PGR,8
2021,PGR,7
2022,PGR,6
2023,PGR,5
2020,PG,8
2021,PG,8
2022,PG,5
2023,PG,6
2020,PHM,9
2021,PHM,9
2022,PHM,8
2023,PHM,6
2020,PKG,8
2021,PKG,9
2022,PKG,7
2023,PKG,3
2020,PLD,7
2021,PLD,9
2022,PLD,6
2023,PLD,6
2020,PLTR,9
2021,PLTR,10
2022,PLTR,7
2023,PLTR,4
2020,PM,9
2021,PM,7
2022,PM,9
2023,PM,5
2020,PNC,8
2021,PNC,8
2022,PNC,7
2023,PNC,4
2020,PNR,8
2021,PNR,7
2022,PNR,6
2023,PNR,4
2021,PNW,5
2022,PNW,8
2023,PNW,4
2020,PODD,4
2021,PODD,6
2022,PODD,8
2023,PODD,6
2020,POOL,9
2021,POOL,6
2022,POOL,7
2023,POOL,6
2020,PPG,7
2021,PPG,9
2022,PPG,8
2023,PPG,6
2020,PRU,10
2021,PRU,8
2022,PRU,7
2023,PRU,8
2021,PSA,8
2023,PSA,6
2020,PSX,9
2021,PSX,8
2022,PSX,9
2023,PSX,6
2020,PTC,8
2021,PTC,7
2022,PTC,2
2023,PTC,4
2020,PWR,9
2021,PWR,6
2022,PWR,7
2023,PWR,4
2020,PYPL,8
2021,PYPL,9
2022,PYPL,5
2023,PYPL,4
2020,QCOM,8
2021,QCOM,6
2022,QCOM,6
2023,QCOM,4
2023,RCL,6
2020,REGN,9
2021,REGN,9
2022,REGN,8
2023,REGN,6
2020,REG,10
2021,REG,9
2022,REG,7
2023,REG,5
2021,RF,8
2022,RF,7
2023,RF,4
2020,RJF,9
2021,RJF,8
2020,RL,8
2021,RL,8
2022,RL,9
2023,RL,5
2020,RMD,7
2021,RMD,8
2022,RMD,6
2023,RMD,5
2020,ROK,8
2021,ROK,8
2022,ROK,5
2023,ROK,5
2020,ROL,6
2021,ROL,8
2022,ROL,6
2023,ROL,4
2020,ROP,7
2021,ROP,8
2022,ROP,6
2023,ROP,5
2020,ROST,9
2021,ROST,9
2022,ROST,8
2023,ROST,6
2020,RSG,8
2021,RSG,8
2022,RSG,6
2023,RSG,4
2020,RTX,9
2021,RTX,7
2022,RTX,8
2023,RTX,5
2020,RVTY,9
2021,RVTY,10
2022,RVTY,9
2023,RVTY,4
2021,SBAC,7
2020,SBUX,7
2021,SBUX,7
2022,SBUX,8
2023,SBUX,5
2020,SCHW,8
2021,SCHW,8
2022,SCHW,5
2023,SCHW,6
2020,SHW,7
2021,SHW,8
2022,SHW,8
2023,SHW,5
2020,SJM,6
2021,SJM,8
2022,SJM,8
2023,SJM,5
2020,SLB,9
2021,SLB,8
2022,SLB,8
2023,SLB,6
2020,SMCI,8
2021,SMCI,7
2022,SMCI,6
2020,SNA,8
2021,SNA,7
2022,SNA,8
2023,SNA,5
2021,SNPS,7
2022,SNPS,5
2023,SNPS,5
2020,SPGI,8
2021,SPGI,8
2022,SPGI,7
2023,SPGI,5
2020,SPG,9
2021,SPG,8
2022,SPG,10
2023,SPG,5
2020,SRE,9
2021,SRE,6
2022,SRE,7
2021,STE,7
2022,STE,7
2023,STE,5
2020,STLD,8
2021,STLD,6
2022,STLD,9
2023,STLD,5
2020,STT,8
2021,STT,8
2023,STT,4
2020,STX,7
2021,STX,9
2022,STX,6
2023,STX,5
2023,STZ,6
2020,SWKS,6
2021,SWKS,9
2022,SWKS,6
2023,SWKS,6
2020,SWK,8
2021,SWK,7
2022,SWK,8
2023,SWK,6
2020,SYK,9
2021,SYK,9
2022,SYK,7
2023,SYK,8
2020,SYY,7
2021,SYY,9
2022,SYY,5
2023,SYY,6
2020,TAP,9
2021,TAP,7
2022,TAP,8
2023,TAP,5
2020,TDG,9
2021,TDG,9
2022,TDG,6
2023,TDG,6
2020,TDY,6
2021,TDY,7
2022,TDY,8
2023,TDY,5
2020,TECH,9
2021,TECH,7
2022,TECH,6
2023,TECH,6
2020,TEL,9
2021,TEL,8
2022,TEL,6
2023,TEL,6
2020,TER,8
2021,TER,7
2022,TER,7
2023,TER,6
2020,TFX,8
2021,TFX,7
2022,TFX,8
2023,TFX,4
2020,TGT,8
2021,TGT,7
2022,TGT,7
2023,TGT,6
2020,TJX,8
2021,TJX,8
2022,TJX,9
2023,TJX,6
2020,TMO,6
2021,TMO,8
2022,TMO,7
2023,TMO,6
2020,TMUS,8
2021,TMUS,8
2022,TMUS,6
2023,TMUS,4
2020,TPL,7
2021,TPL,8
2022,TPL,10
2023,TPL,4
2020,TPR,9
2021,TPR,10
2022,TPR,7
2023,TPR,6
2020,TRGP,6
2021,TRGP,9
2022,TRGP,7
2023,TRGP,5
2020,TRMB,9
2021,TRMB,9
2022,TRMB,8
2023,TRMB,4
2020,TROW,5
2021,TROW,6
2022,TROW,6
2023,TROW,6
2020,TRV,7
2021,TRV,7
2022,TRV,8
2023,TRV,6
2020,TSCO,7
2021,TSCO,8
2022,TSCO,7
2023,TSCO,4
2020,TSLA,9
2021,TSLA,9
2022,TSLA,9
2023,TSLA,5
2020,TSN,7
2021,TSN,7
2022,TSN,8
2023,TSN,6
2020,TTWO,7
2021,TTWO,8
2022,TTWO,8
2023,TTWO,4
2020,TT,9
2021,TT,8
2022,TT,7
