year,ticker,risk_score
2022,COF,4
2020,COO,20
2023,COO,5
2020,COR,6
2021,COR,3
2022,COR,12
2023,COR,0
2021,COST,16
2020,CPAY,19
2021,CPAY,15
2022,CPAY,6
2020,CPB,5
2021,CPB,0
2022,CPB,4
2020,CPRT,7
2021,CPRT,24
2022,CPRT,1
2020,CPT,28
2021,CPT,23
2022,CPT,4
2020,CRL,13
2021,CRL,17
2020,CRM,25
2021,CRM,6
2020,CRWD,15
2021,CRWD,2
2020,CSCO,28
2021,CSCO,23
2020,CSGP,16
2021,CSGP,-5
2022,CSGP,9
2023,CSGP,6
2020,CSX,27
2021,CSX,12
2020,CTAS,27
2021,CTAS,13
2020,CTSH,28
2021,CTSH,7
2020,CTVA,-1
2022,CTVA,3
2020,CVS,6
2022,CVS,8
2023,CVS,3
2020,CZR,10
2021,CZR,7
2023,D,2
2020,DAL,18
2022,DAL,8
2020,DAY,9
2021,DAY,19
2022,DAY,19
2020,DD,24
2021,DD,8
2022,DD,5
2023,DD,0
2020,DELL,16
2021,DELL,24
2020,DFS,14
2021,DFS,8
2020,DG,20
2021,DG,44
2022,DG,5
2023,DG,9
2020,DHI,24
2021,DHI,1
2022,DHI,4
2023,DHI,4
2020,DHR,8
2021,DHR,19
2022,DHR,5
2020,DIS,34
2021,DIS,27
2020,DLR,13
2020,DLTR,28
2021,DLTR,13
2020,DOC,15
2021,DOC,25
2022,DOC,4
2020,DOV,36
2020,DOW,38
2021,DOW,2
2020,DPZ,28
2020,DRI,33
2021,DRI,14
2022,DRI,18
2020,DUK,44
2021,DUK,0
2023,DUK,1
2020,DVA,39
2021,DVA,20
2022,DVA,28
2023,DVA,4
2020,DXCM,25
2020,EA,9
2021,EA,3
2020,EBAY,7
2021,EBAY,11
2020,ECL,26
2021,ECL,3
2020,ED,23
2021,ED,33
2022,ED,21
2023,ED,16
2020,EFX,44
2021,EFX,22
2022,EFX,1
2023,EFX,1
2020,EG,20
2021,EG,6
2020,EL,53
2021,EL,65
2022,EL,45
2020,ELV,11
2020,EMN,72
2021,EMN,47
2022,EMN,13
2020,EMR,14
2020,ENPH,11
2022,ENPH,18
2020,EOG,13
2021,EOG,13
2022,EOG,11
2023,EOG,6
2020,EPAM,21
2021,EPAM,16
2022,EPAM,-3
2020,EQIX,5
2021,EQIX,5
2022,EQIX,2
2023,EQT,9
2020,ERIE,22
2021,ERIE,27
2022,ERIE,15
2023,ERIE,6
2020,ES,31
2021,ES,12
2022,ES,5
2020,ESS,6
2021,ESS,11
2022,ESS,14
2023,ESS,14
2020,EVRG,15
2020,EW,22
2021,EW,66
2022,EW,22
2023,EW,13
2020,EXC,46
2021,EXC,11
2022,EXC,-1
2023,EXC,6
2020,EXPD,62
2021,EXPD,13
2022,EXPD,7
2020,EXPE,43
2021,EXPE,35
2022,EXPE,15
2023,EXPE,6
2020,F,36
2021,F,23
2022,F,25
2023,F,1
2020,FAST,8
2021,FAST,2
2023,FAST,6
2020,FDS,1
2021,FDS,-3
2022,FDS,5
2023,FDS,1
2020,FDX,26
2021,FDX,17
2022,FDX,16
2020,FFIV,7
2021,FFIV,21
2022,FFIV,10
2020,FI,28
2021,FI,29
2022,FI,1
2020,FICO,8
2020,FITB,34
2021,FITB,24
2020,FMC,16
2021,FMC,27
2022,FMC,11
2020,FRT,29
2021,FRT,19
2022,FRT,26
2023,FRT,9
2020,FSLR,7
2021,FSLR,5
2022,FSLR,9
2020,FTNT,16
2020,FTV,7
2021,FTV,2
2022,FTV,6
2020,GD,59
2021,GD,35
2022,GD,17
2023,GD,10
2021,GDDY,3
2022,GDDY,5
2022,GEHC,9
2020,GEN,24
2021,GEN,25
2022,GEN,5
2020,GIS,6
2021,GIS,8
2020,GL,25
2021,GL,41
2022,GL,15
2020,GLW,12
2021,GLW,-1
2022,GLW,12
2020,GNRC,80
2021,GNRC,21
2022,GNRC,7
2020,GOOG,17
2021,GOOG,7
2023,GOOG,2
2020,GPC,3
2021,GPC,9
2022,GPN,6
2023,GPN,12
2020,GRMN,7
2021,GRMN,27
2022,GRMN,4
2020,GS,13
2021,GS,10
2022,GS,8
2020,GWW,11
2021,GWW,5
2022,GWW,5
2020,HAL,5
2021,HAL,16
2022,HAL,15
2023,HAL,4
2020,HAS,8
2023,HBAN,4
2020,HCA,12
2021,HCA,5
2023,HCA,4
2020,HD,13
2021,HD,9
2023,HES,6
2020,HII,58
2021,HII,7
2022,HII,13
2023,HII,12
2020,HLT,50
2021,HLT,16
2022,HLT,5
2023,HLT,3
2020,HOLX,17
2020,HPE,5
2021,HPE,2
2022,HPE,3
2020,HPQ,6
2021,HPQ,14
2020,HRL,14
2021,HSIC,23
2023,HSIC,20
2020,HST,18
2021,HST,26
2020,HSY,19
2021,HSY,17
2022,HSY,11
2020,HUBB,49
2021,HUBB,13
2022,HUBB,24
2021,HUM,20
2022,HUM,15
2023,HUM,37
2021,HWM,7
2022,HWM,10
2023,HWM,7
2020,IEX,46
2021,IEX,9
2022,IEX,2
2020,IFF,8
2021,IFF,23
2022,IFF,12
2023,IFF,3
2020,INCY,19
2021,INCY,31
2022,INCY,6
2021,INTU,6
2020,INVH,42
2021,INVH,14
2022,INVH,4
2023,INVH,7
2020,IPG,20
2022,IPG,5
2023,IPG,3
2020,IQV,11
2023,IQV,1
2020,IR,13
2021,IR,4
2022,IR,19
2021,IRM,3
2020,ISRG,16
2020,IT,7
2021,IT,13
2022,IT,2
2020,ITW,20
2021,ITW,6
2022,ITW,8
2023,ITW,15
2020,IVZ,11
2021,IVZ,6
2020,JBHT,16
2021,JBHT,20
2022,JBHT,5
2020,JBL,11
2021,JBL,13
2020,JCI,12
2021,JCI,14
2020,JKHY,6
2021,JKHY,4
2020,JNJ,10
2021,JNJ,2
2022,JNJ,2
2023,JNJ,1
2021,JNPR,8
2022,JNPR,12
2021,K,6
2022,K,2
2020,KDP,12
2021,KDP,12
2020,KEYS,11
2021,KEYS,12
2020,KHC,12
2021,KHC,26
2022,KHC,3
2023,KHC,0
2020,KIM,25
2020,KKR,6
2021,KKR,9
2020,KLAC,17
2021,KLAC,4
2020,KMB,74
2021,KMB,68
2022,KMB,28
2023,KMB,9
2020,KMI,3
2020,KMX,34
2021,KMX,18
2020,KO,15
2021,KO,31
2022,KO,6
2020,KR,19
2021,KR,13
2020,L,19
2021,LDOS,13
2022,LDOS,11
2023,LDOS,3
2020,LEN,9
2022,LH,6
2022,LHX,14
2020,LII,53
2021,LII,17
2022,LII,17
2023,LII,4
2020,LIN,8
2020,LKQ,4
2021,LKQ,5
2020,LLY,30
2021,LLY,44
2022,LLY,33
2020,LMT,81
2021,LMT,16
2022,LMT,25
2023,LMT,0
2020,LNT,52
2021,LNT,4
2020,LOW,6
2021,LOW,3
2021,LRCX,5
2020,LULU,17
2021,LULU,5
2022,LULU,1
2023,LULU,12
2020,LUV,12
2023,LUV,4
2020,LVS,14
2021,LVS,10
2022,LVS,23
2023,LVS,8
2020,LW,20
2022,LYB,0
2020,LYV,37
2021,LYV,9
2022,LYV,2
2020,MA,53
2021,MA,7
2020,MAA,17
2020,MAS,27
2021,MAS,28
2020,MCHP,13
2021,MCHP,5
2020,MCK,4
2021,MCK,16
2022,MCK,8
2023,MCK,2
2020,MCO,2
2021,MCO,2
2022,MCO,2
2020,MDLZ,23
2021,MDLZ,17
2022,MDLZ,8
2020,MDT,13
2020,MET,8
2023,MET,3
2020,META,7
2021,META,11
2022,META,4
2020,MGM,8
2021,MGM,9
2022,MGM,11
2023,MGM,10
2020,MHK,33
2021,MHK,19
2022,MHK,19
2020,MKC,31
2021,MKC,19
2022,MKC,10
2020,MKTX,4
2021,MKTX,8
2022,MKTX,0
2020,MLM,3
2020,MMC,15
2020,MMM,41
2021,MMM,9
2022,MMM,21
2023,MMM,9
2020,MNST,33
2021,MNST,22
2022,MNST,11
2023,MNST,7
2020,MO,27
2021,MO,-1
2022,MO,27
2023,MO,2
2020,MPC,8
2021,MPC,18
2022,MPC,11
2020,MPWR,8
2021,MPWR,-2
2022,MPWR,9
2020,MRK,37
2021,MRK,24
2022,MRK,12
2023,MRK,7
2020,MRNA,1
2020,MSFT,12
2020,MSI,38
2021,MSI,30
2022,MSI,5
2020,MTB,7
2021,MTB,20
2020,MTCH,13
2021,MTCH,10
2022,MTCH,5
2020,MTD,30
2021,MTD,25
2022,MTD,37
2023,MTD,2
2020,MU,3
2020,NCLH,25
2021,NCLH,14
2022,NCLH,14
2023,NCLH,5
2020,NDAQ,9
2021,NDAQ,5
2022,NDSN,1
2020,NEE,0
2020,NFLX,23
2021,NFLX,19
2022,NFLX,6
2020,NI,10
2020,NKE,19
2021,NKE,51
2020,NOC,7
2021,NOC,5
2023,NOC,1
2020,NOW,21
2021,NOW,1
2020,NRG,6
2021,NRG,5
2022,NRG,7
2020,NTAP,17
2021,NTAP,12
2020,NTRS,14
2021,NTRS,11
2020,NUE,23
2021,NUE,1
2020,NVDA,12
2021,NVDA,13
2022,NVDA,13
2020,NVR,15
2021,NVR,13
2023,NVR,3
2020,NXPI,13
2021,NXPI,3
2020,O,3
2020,ODFL,5
2020,OKE,14
2021,OKE,5
2022,OKE,6
2020,ON,21
2021,ON,30
2022,ON,5
2020,ORLY,19
2021,ORLY,24
2022,ORLY,8
2023,ORLY,6
2021,OTIS,19
2022,OTIS,14
2020,PARA,4
2023,PARA,7
2020,PAYC,41
2021,PAYC,25
2020,PAYX,11
2021,PAYX,16
2020,PCAR,31
2021,PCAR,6
2022,PCAR,3
2020,PCG,14
2021,PCG,12
2022,PCG,9
2023,PCG,4
2021,PEP,32
2022,PEP,7
2020,PFG,20
2021,PFG,6
2020,PG,18
2021,PG,30
2022,PG,5
2023,PG,2
2020,PHM,10
2021,PHM,10
2022,PHM,6
2023,PHM,3
2020,PKG,3
2021,PKG,42
2020,PLD,5
2020,PLTR,4
2021,PLTR,8
2020,PM,1
2021,PM,12
2021,PNC,19
2020,PNR,38
2021,PNR,19
2022,PNR,16
2022,PNW,2
2021,PODD,0
2022,PODD,1
2020,POOL,25
2021,POOL,19
2022,POOL,3
2023,POOL,1
2020,PPG,21
2021,PPG,18
2022,PPG,16
2023,PPG,6
2020,PRU,71
2021,PRU,28
2022,PRU,19
2021,PSA,6
2023,PSA,2
2020,PSX,33
2021,PSX,15
2021,PTC,5
2020,PWR,21
2021,PWR,14
2023,PWR,4
2020,PYPL,20
2021,PYPL,4
2022,PYPL,3
2020,QCOM,10
2023,RCL,2
2020,REG,31
2021,REG,26
2021,RF,15
2022,RF,7
2020,RL,47
2021,RL,23
2022,RL,34
2020,RMD,12
2021,RMD,24
2020,ROK,17
2021,ROK,12
2022,ROK,9
2020,ROL,22
2021,ROL,15
2022,ROL,30
2020,ROST,28
2021,ROST,21
2022,ROST,23
2020,RSG,30
2021,RSG,39
2022,RSG,12
2020,RTX,48
2021,RTX,35
2022,RTX,24
2023,RVTY,8
2021,SBAC,-2
2020,SBUX,13
2021,SBUX,7
2022,SBUX,1
2020,SCHW,20
2021,SCHW,4
2020,SJM,26
2021,SJM,11
2022,SJM,3
2020,SLB,61
2021,SLB,3
2022,SLB,-3
2020,SMCI,17
2021,SMCI,23
2022,SMCI,7
2020,SNA,25
2021,SNA,1
2022,SNA,-4
2021,SNPS,7
2020,SPG,20
2021,SPG,30
2022,SPG,15
2020,SPGI,4
2020,SRE,16
2021,SRE,0
2022,SRE,4
2021,STE,-3
2020,STLD,20
2021,STLD,5
2023,STLD,0
2020,STT,14
2021,STT,10
2023,STT,3
2020,STX,11
2021,STX,24
2022,STX,4
2023,STX,4
2020,SWK,20
2021,SWK,21
2020,SWKS,4
2021,SWKS,9
2022,SWKS,6
2020,SYK,7
2021,SYK,20
2020,SYY,25
2020,T,29
2021,T,6
2023,T,4
2020,TAP,32
2021,TAP,22
2022,TAP,5
2020,TDG,45
2021,TDG,28
2022,TDG,1
2023,TDG,1
2020,TDY,12
2021,TDY,-1
2022,TDY,9
2020,TECH,11
2020,TEL,16
2021,TEL,18
2022,TEL,12
2020,TER,41
2021,TER,46
2022,TER,35
2020,TFX,30
2021,TFX,28
2022,TFX,28
2020,TGT,6
2021,TGT,8
2022,TGT,7
2020,TJX,23
2021,TJX,12
2020,TMO,12
2021,TMO,24
2022,TMO,19
2023,TMO,14
2020,TMUS,41
2021,TMUS,23
2020,TPL,30
2021,TPL,26
2022,TPL,4
2020,TPR,41
2021,TPR,22
2022,TPR,15
2023,TPR,4
2020,TRGP,14
2020,TRMB,11
2021,TRMB,28
2020,TROW,4
2021,TROW,1
2020,TRV,19
2021,TRV,13
2022,TRV,4
2023,TRV,5
2020,TSLA,31
2021,TSLA,14
2022,TSLA,7
2020,TSN,19
2021,TSN,5
2020,TT,42
2021,TT,6
2022,TT,6
2020,TTWO,6
2021,TTWO,2
2022,TTWO,8
2020,TXN,24
2021,TXN,8
2022,TXN,8
2020,TXT,36
2021,TXT,18
2023,TXT,1
2020,TYL,20
2021,TYL,7
2022,TYL,10
2021,UAL,21
2022,UAL,5
2021,UBER,-1
2022,UDR,1
2021,UHS,10
2022,UHS,26
2023,UHS,5
2020,ULTA,29
2021,ULTA,16
2022,ULTA,6
2023,ULTA,1
2020,UNH,15
2021,UNH,35
2022,UNH,8
2020,UNP,24
2021,UNP,3
2020,UPS,12
2021,UPS,19
2022,UPS,7
2020,URI,4
2021,URI,4
2022,URI,17
2023,URI,1
2020,V,5
2020,VICI,9
2021,VICI,21
2023,VLTO,4
2020,VMC,8
2021,VMC,6
2022,VMC,9
2020,VRSK,20
2021,VRSK,31
2022,VRSK,9
2023,VRSK,4
2020,VRSN,11
2021,VRSN,15
2022,VRSN,3
2020,VRTX,2
2020,VST,9
2021,VST,6
2020,VTR,43
2021,VTR,20
2022,VTR,8
2020,VTRS,8
2021,VTRS,15
2022,VTRS,8
2023,VTRS,1
2020,VZ,16
2021,VZ,8
2022,VZ,1
2021,WAT,15
2023,WAT,4
2020,WBA,7
2021,WBA,4
2022,WBA,16
2023,WBA,8
2020,WBD,14
2021,WBD,12
2022,WBD,11
2022,WDAY,12
2020,WDC,18
2021,WDC,18
2020,WEC,20
2021,WEC,25
2023,WEC,4
2020,WELL,16
2021,WELL,6
2020,WM,18
2021,WM,21
2022,WM,14
2020,WMB,8
2020,WMT,9
2021,WMT,13
2022,WMT,4
2023,WMT,4
2020,WRB,31
2021,WRB,25
2022,WRB,13
2023,WRB,14
2020,WST,2
2021,WST,1
2022,WST,0
2023,WST,11
2020,WTW,17
2021,WTW,21
2023,WTW,4
2020,WYNN,43
2021,WYNN,7
2022,WYNN,12
2020,XEL,9
2021,XEL,-1
2020,XYL,14
2021,XYL,30
2020,YUM,16
2021,YUM,8
2022,YUM,23
2021,ZBH,23
2023,ZBH,7
2020,ZBRA,17
2021,ZBRA,9
2022,ZBRA,20
2023,ZBRA,1
2020,ZTS,33
2021,ZTS,10
2022,ZTS,26
2023,ZTS,4
