company_name,date,item_label,item_snippets_score,snippets_count,max_snippet_score,min_snippet_score,mean_snippet_score,std_snippet_score
ALB,2024-02-15,item_1a,10,4,4,0,2.5,1.7320508075688772
ALB,2024-02-15,item_7,0,1,0,0,0.0,
ALGN,2021-02-26,item_1a,76,12,9,4,6.333333333333333,1.5569978883230462
ALGN,2021-02-26,item_7,8,1,8,8,8.0,
ALGN,2022-02-25,item_1a,68,14,9,1,4.857142857142857,2.14322341192107
ALGN,2022-02-25,item_7,13,3,6,2,4.333333333333333,2.0816659994661326
ALGN,2023-02-27,item_1a,40,7,8,2,5.714285714285714,1.9760470401187076
ALGN,2023-02-27,item_7,5,1,5,5,5.0,
ALGN,2024-02-28,item_1a,22,7,6,2,3.142857142857143,1.4638501094227998
ALL,2021-02-22,item_1a,18,3,8,5,6.0,1.7320508075688772
ALL,2021-02-22,item_7,13,4,7,-1,3.25,3.5
ALL,2022-02-18,item_1a,61,9,8,4,6.777777777777778,1.3017082793177757
ALL,2022-02-18,item_7,45,8,8,1,5.625,2.38671920665766
ALL,2023-02-16,item_1a,46,7,9,4,6.571428571428571,1.618347187425374
ALL,2023-02-16,item_7,44,7,9,4,6.285714285714286,1.6035674514745462
ALL,2024-02-21,item_1a,20,5,5,3,4.0,0.7071067811865476
ALL,2024-02-21,item_7,7,2,4,3,3.5,0.7071067811865476
ALLE,2021-02-16,item_1a,53,8,10,3,6.625,2.3867192066576606
ALLE,2021-02-16,item_7,7,1,7,7,7.0,
ALLE,2022-02-15,item_1a,39,10,6,1,3.9,2.0789954839350235
ALLE,2022-02-15,item_7,11,2,6,5,5.5,0.7071067811865476
ALLE,2023-02-22,item_1a,39,8,9,1,4.875,2.900123150094541
ALLE,2024-02-20,item_1a,32,6,6,4,5.333333333333333,0.816496580927726
AMAT,2021-12-17,item_1a,49,10,8,2,4.9,2.2335820757001272
AMAT,2021-12-17,item_7,8,1,8,8,8.0,
AMAT,2022-12-16,item_1a,36,6,7,4,6.0,1.2649110640673518
AMAT,2022-12-16,item_7,7,1,7,7,7.0,
AMAT,2023-12-15,item_1a,14,3,5,4,4.666666666666667,0.5773502691896257
AMAT,2024-12-13,item_1a,6,2,3,3,3.0,0.0
AMCR,2022-08-18,item_1a,49,17,5,-5,2.8823529411764706,2.3420704766609948
AMCR,2022-08-18,item_7,20,10,5,-5,2.0,2.748737083745107
AMCR,2023-08-17,item_1a,18,4,8,2,4.5,2.516611478423583
AMCR,2023-08-17,item_7,5,2,7,-2,2.5,6.363961030678928
AMCR,2024-08-16,item_1a,26,6,6,3,4.333333333333333,1.0327955589886444
AMD,2021-01-29,item_1a,61,18,6,-1,3.388888888888889,1.9140007034508784
AMD,2021-01-29,item_7,0,2,1,-1,0.0,1.4142135623730951
AMD,2022-02-03,item_1a,55,16,6,-1,3.4375,1.8962682651284688
AMD,2022-02-03,item_7,1,3,6,-4,0.3333333333333333,5.131601439446884
AMD,2023-02-27,item_1a,63,22,6,-3,2.8636363636363638,2.144660136144443
AMD,2024-01-31,item_1a,16,5,5,1,3.2,2.04939015319192
AME,2021-02-18,item_1a,35,11,5,0,3.1818181818181817,1.4709304414677002
AME,2021-02-18,item_7,40,8,7,0,5.0,2.6726124191242437
AME,2022-02-22,item_1a,33,13,6,1,2.5384615384615383,1.8081014266989475
AME,2022-02-22,item_7,13,4,7,1,3.25,2.8722813232690143
AME,2023-02-21,item_1a,56,14,6,0,4.0,1.7974340685458343
AME,2023-02-21,item_7,11,4,8,0,2.75,3.593976442141304
AME,2024-02-22,item_1a,6,2,5,1,3.0,2.8284271247461903
AMGN,2021-02-09,item_1a,71,11,9,5,6.454545454545454,1.213559752433836
AMGN,2022-02-16,item_1a,70,13,10,3,5.384615384615385,2.364263857893951
AMGN,2023-02-09,item_1a,36,6,8,5,6.0,1.2649110640673518
AMGN,2024-02-14,item_1a,24,5,5,4,4.8,0.44721359549995787
AMGN,2024-02-14,item_7,10,2,6,4,5.0,1.4142135623730951
AMP,2021-02-24,item_1a,44,8,8,3,5.5,1.6035674514745464
AMP,2021-02-24,item_7,6,3,5,-3,2.0,4.358898943540674
AMP,2022-02-25,item_1a,64,10,9,4,6.4,1.5055453054181622
AMP,2022-02-25,item_7,9,1,9,9,9.0,
AMP,2023-02-23,item_1a,25,5,7,0,5.0,2.9154759474226504
AMP,2024-02-22,item_1a,12,4,6,1,3.0,2.449489742783178
AMT,2021-02-25,item_1a,66,10,8,5,6.6,0.9660917830792959
AMT,2021-02-25,item_7,18,3,7,5,6.0,1.0
AMT,2022-02-25,item_1a,36,9,7,2,4.0,1.6583123951776997
AMT,2022-02-25,item_7,3,1,3,3,3.0,
AMT,2023-02-23,item_1a,7,3,5,1,2.3333333333333335,2.3094010767585034
AMT,2023-02-23,item_7,0,1,0,0,0.0,
AMT,2024-02-27,item_1a,12,3,4,4,4.0,0.0
AMZN,2021-02-03,item_1a,6,2,5,1,3.0,2.8284271247461903
AMZN,2021-02-03,item_7,37,10,10,0,3.7,2.9832867780352594
AMZN,2022-02-04,item_1a,11,4,5,1,2.75,2.06155281280883
AMZN,2022-02-04,item_7,16,3,7,3,5.333333333333333,2.0816659994661326
AMZN,2023-02-03,item_1a,12,4,4,1,3.0,1.4142135623730951
AMZN,2023-02-03,item_7,7,1,7,7,7.0,
AMZN,2024-02-02,item_1a,15,5,4,2,3.0,1.0
ANET,2021-02-19,item_1a,42,9,8,1,4.666666666666667,2.39791576165636
ANET,2021-02-19,item_7,8,1,8,8,8.0,
ANET,2022-02-15,item_1a,105,21,9,1,5.0,2.5099800796022267
ANET,2022-02-15,item_7,18,3,9,4,6.0,2.6457513110645907
ANET,2023-02-14,item_1a,20,6,6,1,3.3333333333333335,2.250925735484551
ANET,2023-02-14,item_7,2,1,2,2,2.0,
ANET,2024-02-13,item_1a,7,3,4,0,2.3333333333333335,2.0816659994661326
ANSS,2021-02-24,item_1a,76,20,7,1,3.8,1.5423836644690752
ANSS,2021-02-24,item_7,49,14,7,1,3.5,1.8708286933869707
ANSS,2022-02-23,item_1a,61,15,9,1,4.066666666666666,2.4630604269214884
ANSS,2022-02-23,item_7,13,5,9,0,2.6,3.9749213828703582
ANSS,2023-02-22,item_1a,28,8,7,0,3.5,2.0
ANSS,2024-02-21,item_1a,9,3,4,2,3.0,1.0
AON,2021-02-19,item_1a,40,6,8,5,6.666666666666667,1.2110601416389966
AON,2021-02-19,item_7,20,3,7,6,6.666666666666667,0.5773502691896258
AON,2022-02-18,item_1a,44,9,8,2,4.888888888888889,2.147349787787521
AON,2022-02-18,item_7,21,9,8,-1,2.3333333333333335,3.0413812651491097
AON,2023-02-17,item_1a,48,8,9,3,6.0,2.0
AON,2024-02-16,item_1a,10,4,5,1,2.5,1.9148542155126762
AON,2024-02-16,item_7,1,1,1,1,1.0,
AOS,2021-02-12,item_1a,74,16,7,3,4.625,1.4083086782851733
AOS,2021-02-12,item_7,13,5,5,0,2.6,2.073644135332772
AOS,2022-02-11,item_1a,38,8,6,4,4.75,0.7071067811865476
AOS,2022-02-11,item_7,32,5,9,4,6.4,2.073644135332772
AOS,2023-02-14,item_1a,22,9,6,-1,2.4444444444444446,2.6034165586355518
AOS,2023-02-14,item_7,13,6,6,-1,2.1666666666666665,3.488074922742725
AOS,2024-02-13,item_1a,19,4,6,4,4.75,0.9574271077563381
AOS,2024-02-13,item_7,4,1,4,4,4.0,
APA,2022-02-22,item_1a,73,12,8,4,6.083333333333333,1.5642792899510296
APA,2022-02-22,item_7,26,4,8,5,6.5,1.2909944487358058
APA,2023-02-23,item_1a,40,7,8,3,5.714285714285714,2.138089935299395
APA,2023-02-23,item_7,7,1,7,7,7.0,
APA,2024-02-22,item_1a,15,4,6,2,3.75,1.707825127659933
APD,2021-11-18,item_1a,69,13,7,0,5.3076923076923075,2.1750331562459526
APD,2022-11-22,item_1a,46,9,8,2,5.111111111111111,1.9002923751652299
APD,2023-11-16,item_1a,6,2,4,2,3.0,1.4142135623730951
APD,2024-11-21,item_1a,7,2,4,3,3.5,0.7071067811865476
APH,2021-02-10,item_1a,64,15,7,2,4.266666666666667,1.5796322658258464
APH,2021-02-10,item_7,37,11,6,-2,3.3636363636363638,2.292279532375023
APH,2024-02-07,item_1a,23,6,6,2,3.8333333333333335,1.834847859269718
APO,2023-03-01,item_1a,44,8,10,1,5.5,3.070597894314954
APO,2024-02-27,item_1a,10,2,6,4,5.0,1.4142135623730951
APTV,2021-02-08,item_1a,63,11,7,4,5.7272727272727275,1.1037127426019047
APTV,2021-02-08,item_7,50,8,9,4,6.25,1.4880476182856899
APTV,2022-02-07,item_1a,58,12,8,1,4.833333333333333,2.081665999466133
APTV,2022-02-07,item_7,49,9,8,1,5.444444444444445,2.0069324297987157
APTV,2023-02-08,item_1a,44,11,9,0,4.0,2.792848008753788
APTV,2023-02-08,item_7,42,8,9,2,5.25,2.052872551885702
APTV,2024-02-06,item_1a,22,8,6,-2,2.75,2.7645717829090897
APTV,2024-02-06,item_7,10,2,6,4,5.0,1.4142135623730951
ARE,2021-02-01,item_1a,34,6,7,4,5.666666666666667,1.2110601416389966
ARE,2022-01-31,item_1a,31,7,7,3,4.428571428571429,1.3972762620115435
ARE,2023-01-30,item_1a,38,6,7,5,6.333333333333333,0.816496580927726
ARE,2024-01-29,item_1a,13,5,4,2,2.6,0.8944271909999159
ATO,2021-11-12,item_1a,14,4,5,0,3.5,2.3804761428476167
ATO,2021-11-12,item_7,5,2,3,2,2.5,0.7071067811865476
ATO,2022-11-14,item_1a,6,1,6,6,6.0,
ATO,2022-11-14,item_7,1,1,1,1,1.0,
ATO,2023-11-14,item_1a,6,3,3,1,2.0,1.0
ATO,2024-11-18,item_1a,20,5,5,3,4.0,0.7071067811865476
ATO,2024-11-18,item_7,4,1,4,4,4.0,
AVB,2021-02-25,item_1a,61,11,7,3,5.545454545454546,1.2933395813657271
AVB,2021-02-25,item_7,40,6,8,5,6.666666666666667,1.2110601416389966
AVB,2022-02-25,item_1a,128,29,7,2,4.413793103448276,1.1807153212992276
AVB,2022-02-25,item_7,18,4,7,3,4.5,1.7320508075688772
AVB,2023-02-24,item_1a,54,9,7,5,6.0,0.8660254037844386
AVB,2023-02-24,item_7,18,3,7,5,6.0,1.0
AVB,2024-02-23,item_1a,64,14,6,2,4.571428571428571,1.0894095588038442
AVGO,2021-12-17,item_1a,44,10,8,0,4.4,1.9550504398153574
AVGO,2022-12-16,item_1a,63,16,6,-2,3.9375,1.9822125684867067
AVGO,2022-12-16,item_7,2,2,4,-2,1.0,4.242640687119285
AVGO,2023-12-14,item_1a,11,3,4,3,3.6666666666666665,0.5773502691896258
AVGO,2024-12-20,item_1a,6,2,4,2,3.0,1.4142135623730951
AVY,2021-02-25,item_1a,88,29,7,1,3.0344827586206895,1.267245568171087
AVY,2022-02-23,item_1a,54,12,6,3,4.5,1.087114613009218
AVY,2023-02-22,item_1a,44,9,8,1,4.888888888888889,2.619372274250285
AVY,2024-02-21,item_1a,17,5,5,1,3.4,1.51657508881031
AVY,2024-02-21,item_7,2,1,2,2,2.0,
AWK,2021-02-24,item_1a,20,4,7,2,5.0,2.160246899469287
AWK,2021-02-24,item_7,20,6,7,-1,3.3333333333333335,3.011090610836324
AWK,2022-02-16,item_1a,9,3,4,2,3.0,1.0
AWK,2022-02-16,item_7,14,3,7,2,4.666666666666667,2.5166114784235836
AWK,2023-02-15,item_1a,11,3,4,3,3.6666666666666665,0.5773502691896257
AWK,2024-02-14,item_1a,5,2,4,1,2.5,2.1213203435596424
AWK,2024-02-14,item_7,4,2,2,2,2.0,0.0
AXON,2021-02-26,item_1a,18,5,6,2,3.6,1.6733200530681511
AXON,2021-02-26,item_7,21,6,8,-2,3.5,3.449637662132068
AXON,2022-02-25,item_1a,26,8,7,1,3.25,2.052872551885702
AXON,2022-02-25,item_7,8,2,7,1,4.0,4.242640687119285
AXON,2023-02-28,item_1a,13,4,5,2,3.25,1.2583057392117916
AXON,2024-02-27,item_1a,7,3,4,1,2.3333333333333335,1.5275252316519468
AXP,2022-02-11,item_1a,75,13,10,2,5.769230769230769,2.52170068782446
AXP,2022-02-11,item_7,19,2,10,9,9.5,0.7071067811865476
AXP,2023-02-10,item_1a,26,7,7,2,3.7142857142857144,1.889822365046136
AXP,2023-02-10,item_7,7,1,7,7,7.0,
AXP,2024-02-09,item_1a,13,4,4,3,3.25,0.49999999999999994
AZO,2021-10-25,item_1a,80,16,8,2,5.0,1.8257418583505538
AZO,2021-10-25,item_7,32,6,8,3,5.333333333333333,2.0655911179772892
AZO,2022-10-24,item_1a,13,3,7,1,4.333333333333333,3.055050463303893
AZO,2022-10-24,item_7,11,2,9,2,5.5,4.949747468305833
AZO,2023-10-24,item_1a,9,3,6,1,3.0,2.6457513110645907
AZO,2023-10-24,item_7,11,2,7,4,5.5,2.1213203435596424
AZO,2024-10-28,item_1a,13,3,6,3,4.333333333333333,1.5275252316519465
AZO,2024-10-28,item_7,5,2,4,1,2.5,2.1213203435596424
BA,2021-02-01,item_1a,61,9,9,4,6.777777777777778,1.481365736219265
BA,2021-02-01,item_7,28,4,9,5,7.0,1.632993161855452
BA,2022-01-31,item_1a,134,21,9,4,6.380952380952381,1.3592715135759477
BA,2022-01-31,item_7,27,5,6,4,5.4,0.8944271909999159
BA,2023-01-27,item_1a,16,3,9,1,5.333333333333333,4.041451884327381
BA,2023-01-27,item_7,30,5,9,3,6.0,2.1213203435596424
BA,2024-01-31,item_1a,4,2,2,2,2.0,0.0
BA,2024-01-31,item_7,4,4,2,0,1.0,1.1547005383792515
BAC,2021-02-24,item_1a,50,10,8,3,5.0,1.699673171197595
BAC,2021-02-24,item_7,23,5,7,3,4.6,1.51657508881031
BAC,2022-02-22,item_1a,35,6,8,4,5.833333333333333,1.4719601443879744
BAC,2022-02-22,item_7,11,2,6,5,5.5,0.7071067811865476
BAC,2023-02-22,item_1a,33,5,9,5,6.6,1.6733200530681511
BAC,2023-02-22,item_7,5,1,5,5,5.0,
BAC,2024-02-20,item_1a,19,5,5,3,3.8,0.8366600265340756
BAC,2024-02-20,item_7,4,1,4,4,4.0,
BALL,2021-02-17,item_1a,17,6,7,0,2.8333333333333335,2.786873995477131
BALL,2021-02-17,item_7,14,2,8,6,7.0,1.4142135623730951
BALL,2022-02-16,item_1a,16,7,7,-2,2.2857142857142856,3.6384193323605842
BALL,2022-02-16,item_7,6,5,6,-3,1.2,3.7013511046643495
BALL,2023-02-21,item_1a,12,6,6,-5,2.0,4.049691346263317
BALL,2023-02-21,item_7,8,2,4,4,4.0,0.0
BALL,2024-02-20,item_1a,7,2,4,3,3.5,0.7071067811865476
BALL,2024-02-20,item_7,2,1,2,2,2.0,
BAX,2021-02-11,item_1a,193,30,9,4,6.433333333333334,1.4781939897267775
BAX,2021-02-11,item_7,34,5,9,4,6.8,1.9235384061671346
BAX,2022-02-23,item_1a,86,22,8,1,3.909090909090909,1.9001025262836766
BAX,2022-02-23,item_7,20,4,8,2,5.0,2.943920288775949
BAX,2023-02-09,item_1a,69,12,9,1,5.75,2.378884383296277
BAX,2023-02-09,item_7,18,4,8,1,4.5,2.886751345948129
BAX,2024-02-08,item_1a,37,7,6,4,5.285714285714286,0.7559289460184545
BBY,2021-03-19,item_1a,57,16,6,1,3.5625,1.459166428707386
BBY,2022-03-18,item_1a,69,19,7,1,3.6315789473684212,1.7704527454797
BBY,2023-03-17,item_1a,39,7,9,3,5.571428571428571,2.370453040886408
BBY,2024-03-15,item_1a,25,7,5,2,3.5714285714285716,0.9759000729485331
BDX,2021-11-24,item_1a,57,14,7,1,4.071428571428571,1.6854255666327544
BDX,2021-11-24,item_7,9,3,5,1,3.0,2.0
BDX,2022-11-22,item_1a,48,12,7,2,4.0,1.7580981459830651
BDX,2022-11-22,item_7,12,4,4,2,3.0,1.1547005383792515
BDX,2023-11-21,item_1a,23,6,5,2,3.8333333333333335,1.4719601443879746
BDX,2023-11-21,item_7,5,1,5,5,5.0,
BDX,2024-11-27,item_1a,15,5,5,1,3.0,1.8708286933869707
BDX,2024-11-27,item_7,4,1,4,4,4.0,
BEN,2021-11-19,item_1a,138,18,9,6,7.666666666666667,0.970142500145332
BEN,2021-11-19,item_7,26,3,9,8,8.666666666666666,0.5773502691896255
BEN,2022-11-14,item_1a,40,10,7,2,4.0,1.8856180831641267
BEN,2023-11-14,item_1a,33,7,7,3,4.714285714285714,1.6035674514745464
BEN,2024-11-12,item_1a,32,7,6,4,4.571428571428571,0.786795792469443
BFB,2021-06-21,item_1a,84,12,9,5,7.0,1.5374122295716144
BFB,2021-06-21,item_7,9,2,7,2,4.5,3.5355339059327378
BFB,2022-06-17,item_1a,83,16,8,1,5.1875,2.166987155784116
BFB,2022-06-17,item_7,-1,1,-1,-1,-1.0,
BFB,2023-06-16,item_1a,40,9,8,1,4.444444444444445,2.242270674512285
BFB,2024-06-14,item_1a,26,6,6,2,4.333333333333333,1.632993161855452
BG,2024-02-22,item_1a,17,6,5,1,2.8333333333333335,1.3291601358251257
BIIB,2021-02-03,item_1a,51,14,6,2,3.642857142857143,1.3926810257774174
BIIB,2021-02-03,item_7,11,3,6,2,3.6666666666666665,2.0816659994661326
BIIB,2022-02-03,item_1a,75,13,7,5,5.769230769230769,0.8320502943378437
BIIB,2022-02-03,item_7,28,5,7,3,5.6,1.6733200530681511
BIIB,2023-02-15,item_1a,42,12,5,2,3.5,1.087114613009218
BIIB,2023-02-15,item_7,9,3,3,3,3.0,0.0
BIIB,2024-02-14,item_1a,23,5,7,2,4.6,1.949358868961793
BIIB,2024-02-14,item_7,7,1,7,7,7.0,
BKNG,2021-02-24,item_1a,71,12,9,4,5.916666666666667,1.729862492345632
BKNG,2021-02-24,item_7,41,7,8,4,5.857142857142857,1.573591584938886
BKNG,2022-02-23,item_1a,50,10,9,1,5.0,2.70801280154532
BKNG,2022-02-23,item_7,9,1,9,9,9.0,
BKNG,2023-02-23,item_1a,67,15,8,1,4.466666666666667,1.8073922282301278
BKNG,2023-02-23,item_7,12,2,8,4,6.0,2.8284271247461903
BKNG,2024-02-22,item_1a,12,4,5,1,3.0,2.309401076758503
BKNG,2024-02-22,item_7,-2,1,-2,-2,-2.0,
BKR,2021-02-25,item_1a,42,9,9,3,4.666666666666667,1.8708286933869707
BKR,2021-02-25,item_7,23,7,6,0,3.2857142857142856,2.5634797778466227
BKR,2022-02-11,item_1a,45,9,8,1,5.0,2.345207879911715
